ID	Gene_Symbol	U133A_Gene?	Subtyping_Signature_Gene?
5948	MRPL30		
5949	MRPL32		
5950	MRPL34	YES	
5951	MRPL35	YES	
5952	MRPL36		
5953	MRPL37		
5954	MRPL38		
5955	MRPL39	YES	
5956	MRPL4	YES	
5957	MRPL40	YES	
5958	MRPL41	YES	
5959	MRPL42	YES	
5960	MRPL43		
5961	MRPL44	YES	
5962	MRPL45		
5963	MRPL47		
5964	MRPL48	YES	
5965	MRPL49	YES	
5966	MRPL50		
5967	MRPL51		
5968	MRPL52	YES	
5969	MRPL53		
5970	MRPL54		
5971	MRPL55		
5972	MRPL9	YES	
5973	MRPS11	YES	
5974	MRPS12	YES	
5975	MRPS14	YES	
5976	MRPS15	YES	
5977	MRPS16	YES	
5978	MRPS17	YES	
5979	MRPS18A	YES	
5980	MRPS18B	YES	
5981	MRPS2	YES	
5982	MRPS21		
5983	MRPS22	YES	
5984	MRPS23		
5985	MRPS24		
5986	MRPS26		
5987	MRPS27	YES	
5988	MRPS28		
5989	MRPS30	YES	
5990	MRPS31	YES	
5991	MRPS33	YES	
5992	MRPS34	YES	
5993	MRPS35	YES	
5994	MRPS36		
5995	MRPS5		
5996	MRPS6		
5997	MRPS9		
5998	MRRF		
5999	MRS2		
6000	MRTO4	YES	
6001	MS4A10		
6002	MSH2	YES	
6003	MSH3	YES	
6004	MSH4	YES	
6005	MSH5	YES	
6006	MSH6	YES	
6007	MSI1	YES	
6008	MSI2		
6009	MSL1		
6010	MSL2		
6011	MSMP		
6012	MSN	YES	
6013	MSRA	YES	
6014	MSRB2	YES	
6015	MST1	YES	
6016	MST1P9		
6017	MSTN	YES	
6018	MSTO1		
6019	MSX1	YES	
6020	MT1A		
6021	MT1X	YES	
6022	MTA1	YES	
6023	MTA2	YES	
6024	MTA3		
6025	MTAP	YES	
6026	MTBP		
6027	MTCH2	YES	
6028	MTCP1	YES	
6029	MTCP1NB		
6030	MTDH	YES	
6031	MTERF	YES	
6032	MTERFD1	YES	
6033	MTERFD2	YES	
6034	MTF1	YES	
6035	MTF2	YES	
6036	MTFMT		
6037	MTFP1		
6038	MTFR1	YES	
6039	MTG1	YES	
6040	MTHFD1	YES	
6041	MTHFD1L		
6042	MTHFD2	YES	
6043	MTHFD2L	YES	
6044	MTHFR	YES	
6045	MTHFS	YES	
6046	MTHFSD	YES	
6047	MTIF3		
6048	MTL5	YES	
6049	MTM1	YES	
6050	MTMR1	YES	
6051	MTMR10		
6052	MTMR11	YES	
6053	MTMR12	YES	
6054	MTMR14	YES	
6055	MTMR2	YES	
6056	MTMR3	YES	
6057	MTMR7		
6058	MTNR1A	YES	
6059	MTPAP		
6060	MTR	YES	
6061	MTRF1	YES	
6062	MTRF1L		
6063	MTRNR2L1		
6064	MTRNR2L10		
6065	MTRNR2L3		
6066	MTRNR2L7		
6067	MTRNR2L8		
6068	MTRR	YES	
6069	MTSS1	YES	Proneural
6070	MTSS1L		
6071	MTTP	YES	
6072	MTX1	YES	
6073	MTX3		
6074	MUC20		
6075	MUL1		
6076	MUM1	YES	
6077	MURC		
6078	MUS81	YES	
6079	MUTYH	YES	
6080	MVD	YES	
6081	MVK	YES	
6082	MVP	YES	
6083	MX2	YES	
6084	MXD1	YES	
6085	MXD3	YES	
6086	MXD4	YES	
6087	MXRA7	YES	
6088	MYADM		
6089	MYB	YES	Proneural
6090	MYBBP1A	YES	
6091	MYBL1	YES	
6092	MYBL2	YES	
6093	MYBPC1	YES	
6094	MYBPH	YES	
6095	MYBPHL		
6096	MYC	YES	
6097	MYCBP	YES	
6098	MYCBPAP		
6099	MYCL1	YES	
6100	MYCN	YES	
6101	MYD88	YES	
6102	MYEF2		
6103	MYH10	YES	
6104	MYH11	YES	
6105	MYH14	YES	
6106	MYH15	YES	
6107	MYH2	YES	
6108	MYH3	YES	
6109	MYH6	YES	
6110	MYH7	YES	
6111	MYH7B		
6112	MYH9	YES	
6113	MYL10		
6114	MYL12A		
6115	MYL12B		
6116	MYL5	YES	
6117	MYL6	YES	
6118	MYL6B	YES	
6119	MYLK	YES	
6120	MYLK3		
6121	MYLK4		
6122	MYLPF	YES	
6123	MYNN	YES	
6124	MYO10	YES	
6125	MYO15A	YES	
6126	MYO16	YES	
6127	MYO18A		
6128	MYO18B		
6129	MYO19		
6130	MYO1B	YES	
6131	MYO1C	YES	
6132	MYO1D	YES	
6133	MYO1E	YES	
6134	MYO1H		
6135	MYO3A	YES	
6136	MYO3B		
6137	MYO5B		
6138	MYO5C	YES	Classical
6139	MYO6	YES	
6140	MYO7A	YES	
6141	MYO7B	YES	
6142	MYO9A	YES	
6143	MYO9B	YES	
6144	MYOF		
6145	MYOM3		
6146	MYPN		
6147	MYPOP		
6148	MYSM1		
6149	MYT1	YES	Proneural
6150	MZF1	YES	
6151	MZT1		
6152	MZT2A		
6153	MZT2B		
6154	N4BP1	YES	
6155	N4BP2		
6156	N4BP2L2		
6157	N6AMT1	YES	
6158	N6AMT2		
6159	NAA10		
6160	NAA15		
6161	NAA16		
6162	NAA20		
6163	NAA25		
6164	NAA35		
6165	NAA38		
6166	NAA40		
6167	NAA50		
6168	NAA60		
6169	NAAA		
6170	NAALAD2	YES	
6171	NAALADL2		
6172	NAB1	YES	
6173	NAB2	YES	
6174	NACA	YES	
6175	NACA2	YES	
6176	NACAD	YES	
6177	NACC1		
6178	NACC2		
6179	NADK	YES	
6180	NADKD1		
6181	NADSYN1	YES	
6182	NAE1		
6183	NAF1		
6184	NAGA	YES	
6185	NAGK	YES	
6186	NAGLU	YES	
6187	NAIF1		
6188	NAIP	YES	
6189	NALCN		
6190	NANOG	YES	
6191	NANOS1	YES	
6192	NANOS3		
6193	NANP		
6194	NANS	YES	
6195	NAP1L1	YES	
6196	NAP1L4	YES	
6197	NAPA	YES	
6198	NAPRT1		
6199	NARF	YES	Proneural
6200	NARFL	YES	
6201	NARG2	YES	
6202	NARS	YES	
6203	NARS2	YES	
6204	NASP	YES	
6205	NAT1	YES	
6206	NAT10	YES	
6207	NAT14		
6208	NAT6	YES	
6209	NAT8L		
6210	NAT9	YES	
6211	NAV1		
6212	NAV2	YES	
6213	NBAS		
6214	NBEAL1		
6215	NBEAL2	YES	
6216	NBN	YES	
6217	NBPF10		
6218	NBPF14		
6219	NBPF15		
6220	NBPF16		
6221	NBPF3	YES	
6222	NBPF9		
6223	NBR1	YES	
6224	NBR2	YES	
6225	NCALD	YES	
6226	NCAM1	YES	
6227	NCAM2	YES	
6228	NCAN	YES	
6229	NCAPD2	YES	
6230	NCAPD3	YES	
6231	NCAPG	YES	
6232	NCAPG2	YES	
6233	NCAPH	YES	
6234	NCAPH2	YES	
6235	NCBP1	YES	
6236	NCBP2	YES	
6237	NCDN	YES	
6238	NCK1	YES	
6239	NCK2	YES	
6240	NCKAP5		
6241	NCKAP5L		
6242	NCKIPSD	YES	
6243	NCL	YES	
6244	NCLN	YES	
6245	NCOA1	YES	Classical
6246	NCOA2	YES	
6247	NCOA3	YES	
6248	NCOA5		
6249	NCOA6	YES	
6250	NCOR1	YES	
6251	NCOR2	YES	
6252	NCSTN	YES	
6253	NDC80	YES	
6254	NDE1	YES	
6255	NDEL1	YES	
6256	NDNF		
6257	NDNL2		
6258	NDOR1	YES	
6259	NDP	YES	
6260	NDRG1	YES	Mesenchymal
6261	NDRG4	YES	
6262	NDST1	YES	
6263	NDST2	YES	
6264	NDUFA1	YES	
6265	NDUFA10	YES	
6266	NDUFA11		
6267	NDUFA12		
6268	NDUFA13	YES	
6269	NDUFA2	YES	
6270	NDUFA3	YES	
6271	NDUFA4	YES	
6272	NDUFA6	YES	
6273	NDUFA7	YES	
6274	NDUFA8	YES	
6275	NDUFA9	YES	
6276	NDUFAF1	YES	
6277	NDUFAF2		
6278	NDUFAF3		
6279	NDUFB1	YES	
6280	NDUFB10		
6281	NDUFB11	YES	
6282	NDUFB2	YES	
6283	NDUFB4	YES	
6284	NDUFB6	YES	
6285	NDUFB7	YES	
6286	NDUFC1	YES	
6287	NDUFC2	YES	
6288	NDUFS1	YES	
6289	NDUFS2	YES	
6290	NDUFS5	YES	
6291	NDUFS6	YES	
6292	NDUFS7	YES	
6293	NDUFS8	YES	
6294	NDUFV1	YES	
6295	NDUFV3		
6296	NEB	YES	
6297	NECAB2		
6298	NECAP2	YES	
6299	NEDD1		
6300	NEDD4	YES	
6301	NEDD9	YES	
6302	NEIL1	YES	
6303	NEIL3	YES	
6304	NEK1	YES	
6305	NEK10		
6306	NEK11	YES	
6307	NEK2	YES	
6308	NEK3	YES	
6309	NEK4	YES	
6310	NEK5		
6311	NEK6		
6312	NEK8		
6313	NEK9	YES	
6314	NELF	YES	
6315	NENF	YES	
6316	NEO1	YES	
6317	NES	YES	
6318	NETO2	YES	
6319	NEU1	YES	
6320	NEU3	YES	
6321	NEU4		
6322	NEURL1B		
6323	NEURL2		
6324	NEURL4		
6325	NEUROD1	YES	
6326	NEXN		
6327	NF1	YES	
6328	NF2	YES	
6329	NFASC	YES	
6330	NFAT5	YES	
6331	NFATC1	YES	
6332	NFATC2		
6333	NFATC2IP	YES	
6334	NFATC3	YES	
6335	NFATC4	YES	
6336	NFE2	YES	
6337	NFE2L1	YES	
6338	NFE2L2	YES	
6339	NFE2L3	YES	
6340	NFIA		
6341	NFIB	YES	
6342	NFIC	YES	
6343	NFIL3	YES	
6344	NFIX	YES	
6345	NFKB1	YES	
6346	NFKB2	YES	
6347	NFKBIB	YES	
6348	NFKBID		
6349	NFKBIE	YES	
6350	NFKBIL1	YES	
6351	NFKBIZ		
6352	NFRKB	YES	
6353	NFS1	YES	
6354	NFX1	YES	
6355	NFXL1		
6356	NFYA	YES	
6357	NFYB	YES	
6358	NFYC	YES	
6359	NGDN	YES	
6360	NGFR	YES	
6361	NGLY1	YES	
6362	NHEJ1	YES	
6363	NHLH1	YES	Proneural
6364	NHLRC2		
6365	NHLRC3		
6366	NHP2		
6367	NHS		
6368	NHSL1		
6369	NHSL2		
6370	NICN1		
6371	NID1	YES	
6372	NID2	YES	
6373	NIF3L1	YES	
6374	NIN		
6375	NINJ1	YES	
6376	NINJ2	YES	
6377	NINL		
6378	NIP7	YES	
6379	NIPA2		
6380	NIPAL1		
6381	NIPAL4		
6382	NIPBL	YES	
6383	NIPSNAP1	YES	
6384	NIT1	YES	
6385	NIT2	YES	
6386	NKAIN3		
6387	NKAIN4		
6388	NKAP		
6389	NKD1		
6390	NKIRAS2	YES	
6391	NKPD1		
6392	NKTR	YES	
6393	NKX2-2	YES	
6394	NKX2-5	YES	
6395	NKX3-1	YES	
6396	NLE1	YES	
6397	NLGN1	YES	
6398	NLGN2		
6399	NLGN3	YES	
6400	NLGN4X	YES	
6401	NLGN4Y	YES	
6402	NLK	YES	
6403	NLN		
6404	NLRC4		
6405	NLRP1	YES	
6406	NLRX1	YES	
6407	NMB	YES	
6408	NMD3	YES	
6409	NME1		
6410	NME1-NME2		
6411	NME2		
6412	NME3	YES	
6413	NME4	YES	
6414	NME6	YES	
6415	NME7	YES	
6416	NMI	YES	
6417	NMNAT1		
6418	NMNAT3		
6419	NMRAL1		
6420	NMT1	YES	
6421	NMU	YES	Proneural
6422	NMUR2		
6423	NNAT	YES	
6424	NNMT	YES	Mesenchymal
6425	NNT	YES	
6426	NOB1		
6427	NOC2L	YES	
6428	NOC3L	YES	
6429	NOC4L	YES	
6430	NOD1	YES	
6431	NOG		
6432	NOL10	YES	
6433	NOL11	YES	
6434	NOL3	YES	
6435	NOL4	YES	
6436	NOL6	YES	
6437	NOL7	YES	
6438	NOL8	YES	
6439	NOL9		
6440	NOLC1	YES	
6441	NOM1		
6442	NOMO1		
6443	NOMO2		
6444	NOMO3		
6445	NONO	YES	
6446	NOP10		
6447	NOP14		
6448	NOP16		
6449	NOP2		
6450	NOP56		
6451	NOP58		
6452	NOS1	YES	
6453	NOS1AP	YES	
6454	NOS2		
6455	NOSIP	YES	
6456	NOSTRIN		
6457	NOTCH1	YES	
6458	NOTCH2	YES	
6459	NOTCH2NL		
6460	NOTCH3	YES	
6461	NOVA1	YES	
6462	NOVA2	YES	
6463	NOX1	YES	
6464	NOX4	YES	
6465	NPAS1	YES	
6466	NPAS2	YES	
6467	NPAS3	YES	
6468	NPAS4		
6469	NPAT	YES	
6470	NPC1	YES	
6471	NPC2	YES	
6472	NPDC1	YES	
6473	NPEPL1	YES	Classical
6474	NPFF	YES	
6475	NPFFR2		
6476	NPHP1	YES	
6477	NPHP3		
6478	NPHP4	YES	
6479	NPHS1	YES	
6480	NPIP		
6481	NPIPL3		
6482	NPLOC4	YES	
6483	NPM1	YES	
6484	NPM3	YES	
6485	NPPA	YES	Proneural
6486	NPPC	YES	
6487	NPR1	YES	
6488	NPR2	YES	
6489	NPR3	YES	
6490	NPRL2		
6491	NPRL3		
6492	NPSR1		
6493	NPTX2	YES	
6494	NPY1R	YES	
6495	NPY2R	YES	
6496	NQO1	YES	
6497	NQO2	YES	
6498	NR1D1	YES	
6499	NR1H2	YES	
6500	NR1H3	YES	
6501	NR1I3	YES	
6502	NR2C1	YES	
6503	NR2C2	YES	
6504	NR2C2AP		
6505	NR2E1	YES	
6506	NR2E3	YES	
6507	NR2F1	YES	
6508	NR2F2	YES	
6509	NR2F6	YES	
6510	NR3C1	YES	
6511	NR4A1	YES	
6512	NR4A2	YES	
6513	NR4A3	YES	
6514	NR6A1	YES	
6515	NRAS	YES	
6516	NRBP1	YES	
6517	NRBP2		
6518	NRCAM	YES	
6519	NRD1	YES	
6520	NRF1	YES	
6521	NRG1	YES	
6522	NRG2	YES	
6523	NRG4		
6524	NRGN	YES	
6525	NRIP1	YES	
6526	NRL	YES	
6527	NRM		
6528	NRN1	YES	
6529	NRP1	YES	
6530	NRP2	YES	
6531	NRSN2	YES	
6532	NRXN2	YES	
6533	NSA2		
6534	NSD1	YES	
6535	NSDHL	YES	
6536	NSL1	YES	
6537	NSMAF	YES	
6538	NSMCE1		
6539	NSMCE2		
6540	NSMCE4A	YES	
6541	NSRP1		
6542	NSUN2		
6543	NSUN3	YES	
6544	NSUN4		
6545	NSUN5	YES	
6546	NSUN6		
6547	NSUN7		
6548	NT5C	YES	
6549	NT5C1B		
6550	NT5C3		
6551	NT5C3L		
6552	NT5DC2	YES	
6553	NT5E	YES	
6554	NT5M	YES	
6555	NTAN1	YES	
6556	NTHL1	YES	
6557	NTM		
6558	NTN1	YES	
6559	NTN4		
6560	NTNG1	YES	
6561	NTNG2		
6562	NTPCR		
6563	NTRK2	YES	
6564	NTRK3	YES	
6565	NTSR1	YES	
6566	NUAK2	YES	
6567	NUB1		
6568	NUBP1	YES	
6569	NUBP2	YES	
6570	NUBPL	YES	
6571	NUCB1	YES	
6572	NUCB2	YES	
6573	NUCKS1	YES	
6574	NUDC	YES	
6575	NUDCD1		
6576	NUDCD2		
6577	NUDT1	YES	
6578	NUDT12		
6579	NUDT13	YES	
6580	NUDT14		
6581	NUDT15	YES	
6582	NUDT16		
6583	NUDT16L1		
6584	NUDT17		
6585	NUDT19		
6586	NUDT21	YES	
6587	NUDT22		
6588	NUDT3	YES	
6589	NUDT5		
6590	NUDT6		
6591	NUDT9	YES	
6592	NUF2		
6593	NUFIP1	YES	
6594	NUFIP2		
6595	NUMA1	YES	
6596	NUMBL		
6597	NUP107	YES	
6598	NUP133	YES	
6599	NUP153	YES	
6600	NUP155	YES	
6601	NUP160	YES	
6602	NUP188	YES	
6603	NUP205	YES	
6604	NUP210	YES	
6605	NUP210L		
6606	NUP214	YES	
6607	NUP35		
6608	NUP37	YES	
6609	NUP43	YES	
6610	NUP50	YES	
6611	NUP54	YES	
6612	NUP62	YES	
6613	NUP62CL	YES	
6614	NUP85	YES	
6615	NUP88	YES	
6616	NUP93	YES	
6617	NUP98	YES	
6618	NUPL1		
6619	NUPL2	YES	
6620	NUPR1	YES	
6621	NUS1	YES	
6622	NUSAP1	YES	
6623	NUTF2	YES	
6624	NVL	YES	
6625	NXF1	YES	
6626	NXN	YES	
6627	NXNL2		
6628	NXPH1		
6629	NXT1	YES	
6630	NXT2	YES	
6631	NYNRIN		
6632	OAF		
6633	OAS1	YES	
6634	OAS3	YES	
6635	OASL	YES	
6636	OAZ3	YES	
6637	OBFC1	YES	
6638	OBSCN	YES	
6639	OBSL1	YES	
6640	OCEL1	YES	
6641	OCIAD2		
6642	OCLN	YES	
6643	OCRL	YES	
6644	ODC1	YES	
6645	ODF2	YES	
6646	ODF2L		
6647	ODZ1		
6648	ODZ3	YES	
6649	ODZ4	YES	
6650	OFD1	YES	
6651	OGDH	YES	
6652	OGFOD1	YES	
6653	OGFOD2		
6654	OGFR	YES	
6655	OGG1	YES	
6656	OGN	YES	
6657	OGT	YES	
6658	OIP5	YES	
6659	OLA1	YES	
6660	OLAH	YES	
6661	OLFM2		
6662	OLFML2A	YES	
6663	OLFML3	YES	
6664	OLIG1		
6665	OLIG2	YES	
6666	OMA1		
6667	ONECUT1	YES	
6668	ONECUT2	YES	
6669	OPA1	YES	
6670	OPA3	YES	
6671	OPHN1		
6672	OPN1SW	YES	
6673	OPN3		
6674	OPRK1	YES	
6675	OPRL1	YES	
6676	OPTC		
6677	OR1J1		
6678	OR2AP1		
6679	OR4N2		
6680	OR4N4		
6681	OR51B5		
6682	OR5K2		
6683	OR6C75		
6684	OR6V1		
6685	OR7C2	YES	
6686	OR7D2		
6687	ORAI1		
6688	ORAI2	YES	
6689	ORAI3	YES	
6690	ORAOV1		
6691	ORC1		
6692	ORC2		
6693	ORC3		
6694	ORC4		
6695	ORC5		
6696	ORC6		
6697	ORMDL1		
6698	ORMDL2	YES	
6699	ORMDL3		
6700	OS9	YES	
6701	OSBP	YES	
6702	OSBP2	YES	
6703	OSBPL10	YES	
6704	OSBPL11	YES	
6705	OSBPL3	YES	
6706	OSBPL5		
6707	OSBPL6		
6708	OSBPL7	YES	
6709	OSBPL8	YES	
6710	OSBPL9	YES	
6711	OSGEP	YES	
6712	OSGEPL1	YES	
6713	OSGIN2	YES	
6714	OSMR	YES	
6715	OSR1		
6716	OSR2	YES	
6717	OSTC		
6718	OSTM1	YES	
6719	OTC	YES	
6720	OTOA		
6721	OTOR	YES	
6722	OTP		
6723	OTUB1	YES	
6724	OTUB2	YES	
6725	OTUD3	YES	
6726	OTUD4	YES	
6727	OTUD5		
6728	OTUD6B		
6729	OTUD7A		
6730	OTUD7B	YES	
6731	OTX1		
6732	OVCA2		
6733	OVGP1	YES	
6734	OXA1L	YES	
6735	OXNAD1		
6736	OXSM	YES	
6737	OXSR1	YES	
6738	P2RX4	YES	
6739	P2RX5	YES	
6740	P2RX7	YES	
6741	P2RY1	YES	
6742	P2RY11	YES	
6743	P2RY12		
6744	P2RY14	YES	
6745	P4HA1	YES	
6746	P4HA2	YES	Mesenchymal
6747	P4HA3		
6748	P4HB	YES	
6749	PA2G4	YES	
6750	PABPC1	YES	
6751	PABPC1L		
6752	PABPC3	YES	
6753	PABPC4	YES	
6754	PABPN1	YES	
6755	PACRG	YES	
6756	PACRGL		
6757	PACS1	YES	
6758	PACSIN2	YES	
6759	PACSIN3	YES	
6760	PADI3	YES	
6761	PADI4	YES	
6762	PAF1	YES	
6763	PAFAH1B3	YES	
6764	PAFAH2	YES	
6765	PAG1		
6766	PAICS	YES	
6767	PAIP1	YES	
6768	PAK1IP1	YES	
6769	PAK2	YES	
6770	PAK4	YES	
6771	PAK7	YES	Proneural
6772	PALB2	YES	
6773	PALLD	YES	
6774	PALM	YES	
6775	PALM2-AKAP2		
6776	PALM3		
6777	PALMD	YES	
6778	PAM	YES	
6779	PAM16		
6780	PAN2		
6781	PAN3		
6782	PANK1		
6783	PANK2	YES	
6784	PANK3	YES	
6785	PANK4	YES	
6786	PANX1	YES	
6787	PANX2		
6788	PAPD4		
6789	PAPD7		
6790	PAPOLA	YES	
6791	PAPOLB	YES	
6792	PAPOLG	YES	
6793	PAPPA	YES	
6794	PAPPA2	YES	
6795	PAPSS1	YES	
6796	PAPSS2	YES	
6797	PAQR3	YES	
6798	PAQR4	YES	
6799	PAQR5	YES	
6800	PAQR6	YES	
6801	PAQR7		
6802	PAQR8		
6803	PAQR9		
6804	PARD3	YES	
6805	PARD3B		
6806	PARD6B	YES	
6807	PARD6G		
6808	PARG	YES	
6809	PARK7	YES	
6810	PARL	YES	
6811	PARN	YES	
6812	PARP1	YES	
6813	PARP10		
6814	PARP11	YES	
6815	PARP12	YES	
6816	PARP14		
6817	PARP16	YES	
6818	PARP2	YES	
6819	PARP3	YES	
6820	PARP4	YES	
6821	PARP6	YES	
6822	PARP8	YES	
6823	PARP9		
6824	PARS2		
6825	PARVA	YES	
6826	PARVB	YES	
6827	PASK	YES	
6828	PATE2		
6829	PATL1		
6830	PATL2		
6831	PATZ1	YES	
6832	PAWR	YES	
6833	PAX2	YES	
6834	PAX6	YES	Classical
6835	PAX8	YES	
6836	PAXIP1	YES	
6837	PBK	YES	
6838	PBRM1	YES	
6839	PBX1	YES	
6840	PBX2	YES	
6841	PBX3	YES	
6842	PBX4		
6843	PBXIP1	YES	
6844	PC	YES	
6845	PCBD1	YES	
6846	PCBD2		
6847	PCBP1	YES	
6848	PCBP2	YES	
6849	PCBP4	YES	
6850	PCCA	YES	
6851	PCCB	YES	
6852	PCDH1	YES	
6853	PCDH10		
6854	PCDH11X	YES	
6855	PCDH12	YES	
6856	PCDH15		
6857	PCDH17	YES	
6858	PCDH18		
6859	PCDH19		
6860	PCDH20		
6861	PCDH9	YES	
6862	PCDHA1		
6863	PCDHA10	YES	
6864	PCDHA11		
6865	PCDHA12		
6866	PCDHA13		
6867	PCDHA3	YES	
6868	PCDHA4		
6869	PCDHA5	YES	
6870	PCDHA7		
6871	PCDHA8		
6872	PCDHA9	YES	Proneural
6873	PCDHB10		
6874	PCDHB11		
6875	PCDHB12	YES	
6876	PCDHB13		
6877	PCDHB14		
6878	PCDHB15		
6879	PCDHB16		
6880	PCDHB2		
6881	PCDHB3		
6882	PCDHB5		
6883	PCDHB6	YES	
6884	PCDHB7		
6885	PCDHB8	YES	
6886	PCDHGA1	YES	
6887	PCDHGA10	YES	
6888	PCDHGA11	YES	
6889	PCDHGA12		
6890	PCDHGA3	YES	
6891	PCDHGA6		
6892	PCDHGA7		
6893	PCDHGA8	YES	
6894	PCDHGB2		
6895	PCDHGB7		
6896	PCDHGC3	YES	
6897	PCDHGC4		
6898	PCDHGC5		
6899	PCF11	YES	
6900	PCGF1	YES	
6901	PCGF2	YES	
6902	PCGF3	YES	
6903	PCGF6		
6904	PCID2	YES	
6905	PCIF1		
6906	PCK1	YES	
6907	PCK2	YES	
6908	PCM1	YES	
6909	PCMTD2		
6910	PCNA	YES	
6911	PCNT	YES	
6912	PCNX	YES	
6913	PCNXL2	YES	
6914	PCNXL3		
6915	PCOLCE	YES	
6916	PCOLCE2	YES	
6917	PCSK1N	YES	
6918	PCSK2	YES	
6919	PCSK5	YES	
6920	PCSK6	YES	
6921	PCSK7	YES	
6922	PCTP	YES	
6923	PCYOX1	YES	
6924	PCYOX1L	YES	
6925	PCYT1A	YES	
6926	PCYT1B	YES	
6927	PCYT2	YES	
6928	PDAP1	YES	
6929	PDC	YES	
6930	PDCD11	YES	
6931	PDCD2	YES	
6932	PDCD2L		
6933	PDCD5	YES	
6934	PDCD6	YES	
6935	PDCD6IP	YES	
6936	PDCD7		
6937	PDCL	YES	
6938	PDCL2		
6939	PDCL3	YES	
6940	PDDC1		
6941	PDE10A	YES	
6942	PDE11A	YES	
6943	PDE12		
6944	PDE1C	YES	
6945	PDE3A	YES	
6946	PDE4A	YES	
6947	PDE4B	YES	
6948	PDE4D	YES	
6949	PDE6A	YES	
6950	PDE6B	YES	
6951	PDE6D	YES	
6952	PDE7A		
6953	PDE7B	YES	
6954	PDE8A	YES	
6955	PDE8B	YES	
6956	PDE9A	YES	
6957	PDGFA	YES	
6958	PDGFB	YES	
6959	PDGFC	YES	
6960	PDGFD	YES	
6961	PDGFRA	YES	Proneural
6962	PDGFRL	YES	
6963	PDHA1	YES	
6964	PDHB	YES	
6965	PDIA3	YES	
6966	PDIA4	YES	
6967	PDIA5	YES	
6968	PDIA6	YES	
6969	PDIK1L		
6970	PDK1	YES	
6971	PDK2	YES	
6972	PDLIM1	YES	
6973	PDLIM2	YES	
6974	PDLIM3	YES	
6975	PDLIM4	YES	
6976	PDLIM5	YES	
6977	PDLIM7	YES	
6978	PDP2		
6979	PDPN	YES	
6980	PDPR	YES	
6981	PDRG1		
6982	PDS5A	YES	
6983	PDS5B	YES	
6984	PDSS1	YES	
6985	PDSS2	YES	
6986	PDXDC1	YES	
6987	PDZD11		
6988	PDZD2	YES	
6989	PDZD4		
6990	PDZD8		
6991	PDZD9		
6992	PDZK1	YES	
6993	PDZRN3	YES	
6994	PDZRN4	YES	
6995	PEA15	YES	
6996	PECR	YES	
6997	PEF1	YES	
6998	PEG10	YES	
6999	PELI1	YES	
7000	PELI2	YES	
7001	PELO	YES	
7002	PEMT	YES	
7003	PEPD	YES	
7004	PER2	YES	
7005	PER3	YES	
7006	PERP	YES	
7007	PES1	YES	
7008	PET112		
7009	PEX1	YES	
7010	PEX11A	YES	
7011	PEX11G		
7012	PEX12	YES	
7013	PEX13	YES	
7014	PEX14	YES	
7015	PEX16	YES	
7016	PEX26		
7017	PEX3	YES	
7018	PEX5	YES	
7019	PEX6	YES	
7020	PEX7	YES	
7021	PFAS	YES	
7022	PFDN1	YES	
7023	PFDN2	YES	Proneural
7024	PFDN4	YES	
7025	PFDN6	YES	
7026	PFKFB1	YES	
7027	PFKFB2	YES	
7028	PFKFB4	YES	
7029	PFKL	YES	
7030	PFN1	YES	
7031	PFN2	YES	
7032	PFN4		
7033	PGAM2	YES	
7034	PGAM4		
7035	PGAM5		
7036	PGAP1	YES	
7037	PGAP2		
7038	PGAP3		
7039	PGBD1		
7040	PGBD2		
7041	PGBD3		
7042	PGBD4		
7043	PGD	YES	
7044	PGF	YES	
7045	PGGT1B	YES	
7046	PGK1	YES	
7047	PGLS	YES	
7048	PGM1	YES	
7049	PGM2		
7050	PGM3	YES	
7051	PGM5	YES	
7052	PGPEP1	YES	
7053	PGPEP1L		
7054	PGRMC1	YES	
7055	PGS1	YES	
7056	PHACTR2	YES	
7057	PHACTR4	YES	
7058	PHAX		
7059	PHB	YES	
7060	PHB2	YES	
7061	PHC1	YES	
7062	PHC2	YES	
7063	PHC3	YES	
7064	PHEX	YES	
7065	PHF1	YES	
7066	PHF10	YES	
7067	PHF12		
7068	PHF13		
7069	PHF14	YES	
7070	PHF15	YES	
7071	PHF16	YES	
7072	PHF17	YES	
7073	PHF19		
7074	PHF2	YES	
7075	PHF20	YES	
7076	PHF20L1	YES	
7077	PHF21A	YES	
7078	PHF21B		
7079	PHF23		
7080	PHF3	YES	
7081	PHF5A		
7082	PHF6		
7083	PHF7	YES	
7084	PHF8	YES	
7085	PHGDH	YES	
7086	PHIP	YES	
7087	PHKA1	YES	
7088	PHKA2	YES	
7089	PHKB	YES	Classical
7090	PHKG1	YES	
7091	PHKG2	YES	
7092	PHLDA1	YES	
7093	PHLDA3	YES	
7094	PHLDB1	YES	
7095	PHLDB2		
7096	PHLDB3		
7097	PHLPP1		
7098	PHOSPHO2		
7099	PHPT1		
7100	PHRF1		
7101	PHTF1	YES	
7102	PHTF2	YES	
7103	PHYHIPL		
7104	PI15	YES	
7105	PI3	YES	Mesenchymal
7106	PI4K2B		
7107	PI4KB	YES	
7108	PIAS2	YES	
7109	PIAS3	YES	
7110	PIAS4	YES	
7111	PIBF1		
7112	PICALM	YES	
7113	PICK1	YES	
7114	PIDD		
7115	PIF1		
7116	PIGA	YES	
7117	PIGC	YES	
7118	PIGF	YES	
7119	PIGG	YES	
7120	PIGH	YES	
7121	PIGK	YES	
